Address,City,ZipCode,Bedrooms,Bathrooms,SquareFeet,ListedPrice,RentEstimate,MonthlyCost,
12805 Col Charles Branson Dr ,1,79938,4,2,1338,215950,1450,1969.283188,
13412 Emerald Copper Ct ,1,79928,4,2,2000,345000,2250,3138.130123,
5876 Dalhart Dr ,1,79924,4,2,1674,297500,1590,2664.042642,
11521 Charles Boyle Pl ,1,79934,3,2.5,2162,260000,2100,2413.489368,
14921 Whitetail Deer Dr ,1,79938,5,3,2268,480000,2600,4302.44191,
14728 Tierra Harbor Ave ,1,79938,3,2.5,2022,349500,1795,3120.940515,
14721 Hunters Grove Ave ,1,79938,5,3,2703,350000,2145,3167.097226,
7254 Canyon Wren Ave ,1,79911,5,3,2927,460000,3000,4184.173497,
1076 Stoke St ,0,79928,4,3,1620,240000,1450,2169.220955,
521 Paseo Modesto Dr ,1,79928,4,2,1562,285950,1795,2592.622633,
51054 Desert Sunflower Ave ,1,79934,4,2,1841,285950,1550,2563.222633,
13408 Cinderford Ave ,1,79928,4,3.5,1930,306950,1750,2761.804467,
2257 Lisa Sherr St ,1,79938,3,2,1416,195000,1395,1788.517026,
11126 Ground Cherry St ,1,79934,4,2,1723,284950,1735,2577.109213,
317 Rio De Jazmin Cir ,1,79932,4,4,2613,579000,2500,5113.470553,
13493 Coldham St ,1,79928,4,2,1581,269000,1795,2451.710153,
12229 Gaudi Way ,1,79938,3,2.5,1450,258950,2150,2410.760276,
5803 Juniper Creek Dr ,1,79932,5,3,2604,599500,2500,5283.895677,
7279 Bobcat Hollow Dr ,1,79911,4,3,2531,567500,2495,5017.266216,
14552 Tierra Nectar Ave ,1,79938,5,4,2885,557350,2800,4969.484996,
207 Randolph Dr ,1,79902,4,2,1764,251000,1950,2320.668582,
12050 Valley Quail Dr ,1,79936,3,2.5,2034,249900,1795,2292.923819,
660 Cedarwood Ave ,1,79928,4,2,1650,284500,1590,2555.968173,
871 Country Club Rd Unit 5B ,1,79932,4,4.5,2786,508888,2050,4476.600005,
12785 Col Charles Branson Dr ,1,79938,4,2,1338,215950,1450,1969.283188,
5701 Valley Laurel St ,1,79932,4,2.5,2650,407999,1630,3587.46731,
14282 Woods Point Ave ,1,79938,3,2.5,1731,269900,1800,2459.792232,
4118 Durazno Ave ,1,79905,2,1,1061,149900,1100,1378.181755,
14344 Chris Zingo Ln ,0,79928,4,2,1544,259000,1795,2368.575947,
14937 Ted Banks Ave ,1,79938,4,3,2506,315000,2195,2882.127503,
806 Cortijo Dr ,1,79912,4,3.5,2377,549950,2400,4859.965684,
2333 Tony Harper St ,1,79938,4,3,2147,358950,1900,3212.10234,
13024 Birdsview Cir ,1,79938,4,2,1659,279950,1595,2518.74211,
3100 Harrison Ave ,1,79930,3,3,1468,214500,1600,1975.228728,
12765 Viendo Norte Dr ,1,79934,4,2,1487,234950,1600,2145.238181,
12584 Arrow Weed Dr ,1,79928,4,2.5,1755,249999,1900,2306.346848,
7421 Norte Mesa Ln ,1,79934,4,2,1397,227950,1650,2093.044236,
3225 Kilgore Pl ,1,79936,3,2,1376,224950,1495,2049.503974,
13116 Mystic Dr ,1,79938,3,2.5,1958,180000,1995,1735.815716,
7153 Copper Town Dr ,1,79934,3,2,1476,249999,1500,2258.346848,
5951 Griems Ct ,1,79905,8,6,5057,349300,3300,3299.877831,
2100 Robert Drennan Pl ,1,79938,3,2,1559,260000,1900,2389.489368,
15101 Pumice Dr ,1,79928,4,4,3020,325000,3100,3073.86171,
13380 Highworth ,1,79928,4,2.5,3080,406450,2200,3642.989821,
12541 Eltham Dr ,1,79928,4,2.5,1963,379950,1990,3397.484174,
12524 Sun Cove Ave ,1,79938,3,2.5,2078,293500,1950,2673.988959,
13849 Paseo Del Mar Dr ,1,79928,4,2,1692,315950,1590,2817.425253,
14541 John McNeely Ave ,1,79938,5,3.5,2865,513950,2800,4608.68254,
12412 Tierra Arena Dr ,1,79938,3,2,1000,189500,1350,1737.393212,
223 Lake Pl ,1,79905,3,2,1297,159900,1519,1511.595961,
5029 Woodrow Bean Transmountain ,1,79924,3,1,1074,179900,1380,1661.184374,
2383 Enchanted Rock ,1,79911,4,2.5,2106,485950,1995,4279.306762,
7445 Norte Mesa Ln ,1,79934,4,2,1397,227950,1650,2093.044236,
836 Durham Way ,1,79928,4,2.5,2321,469950,1995,4146.292032,
14821 Holly Springs Ave ,1,79938,3,2.5,2306,385000,1835,3420.866948,
984 Crooked River Dr ,1,79932,5,3.5,2724,420000,2050,3737.636671,
14545 Tierra Spring Ave ,1,79938,4,3,2700,564300,2145,4948.66327,
12588 Clocker Dr ,1,79928,6,3,2823,400000,2050,3571.368258,
260 Adamtowne Dr ,1,79928,4,2.5,1885,343370,1990,3093.379247,
14529 John McNeely Ave ,1,79938,5,3,2653,490950,2145,4338.873866,
5929 Avenida Del Mar ,1,79932,4,2.5,4433,1917300,2200,16203.3214,
14525 John McNeely Ave ,1,79938,4,3.5,2822,499950,2050,4402.294651,
12584 Twin Leaf Dr ,1,79928,4,3,2288,329500,2800,3075.272103,
10722 Chert St ,1,79924,3,2,993,175000,1350,1616.848613,
765 Lemington St ,1,79928,4,2,1568,285950,1795,2592.622633,
14919 Pebble Hills Blvd ,1,79938,4,2.5,2717,326950,2045,2963.47288,
5800 Avenida Del Valle ,1,79932,4,5.5,7752,3226825,3300,27221.95357,
14812 Jack White Ave ,1,79938,4,2,1579,279500,1750,2533.60107,
12409 Addingham Ct ,1,79928,4,2.5,2111,389950,1725,3448.81838,
12630 Zollinger Ave ,1,79938,4,2,1782,283950,1595,2551.995792,
3680 Tierra Alba Dr ,1,79938,3,2.5,1785,262999,1595,2377.821316,
339 Pecos St ,1,79905,3,1.5,1161,199995,1350,1824.642562,
12255 Gaudi Way ,1,79938,3,2.5,1553,259950,1650,2359.073697,
12533 Cayo Norte ,1,79934,5,2.5,2420,319950,2600,2971.878935,
325 Gold Valley Dr ,1,79928,4,2.5,2348,510000,1900,4467.844529,
12608 Sir Blink Ct ,1,79928,4,3.5,1913,339950,1750,3036.147348,
6328 Camino Pinon Pl ,1,79932,4,5,4796,1600000,3300,13697.47303,
3621 W Vitex Cir ,1,79936,3,2,1558,229900,1850,2133.255406,
14568 John McNeely Ave ,1,79938,4,2.5,2420,470500,2535,4215.664413,
12489 Cayo Norte ,1,79934,5,4,2704,334950,2145,3041.980245,
14512 Charles Foster Ave ,1,79938,4,3,1873,331000,2600,3063.742233,
13248 Coldham St ,1,79928,4,2.5,2266,429407,1995,3809.241019,
12865 Hueco Cave Dr ,1,79938,4,2.5,1686,224999,1725,2077.511332,
2416 Playa Point St ,1,79938,4,2.5,1996,257000,2250,2406.549106,
1749 Plumed Quail Ln ,1,79936,3,2,1370,189950,1495,1758.534252,
1254 Franklin Raven Pl ,1,79912,3,3,3215,599900,3520,5409.621045,
7609 Enchanted Ridge Dr ,1,79911,5,3.5,2660,439950,2100,3909.489413,
2432 Cesar Cordova Pl ,1,79938,4,3,2589,599950,2500,5287.636716,
1408 Plaza Fatima Ct ,1,79912,4,3.5,2330,374997,2400,3405.507802,
2845 Bear Rock Pl ,1,79938,3,2.5,2515,335500,1980,3026.752626,
5801 Threadgill Ave ,1,79924,4,2,1800,230000,1995,2151.486748,
12424 Sombra Grande Dr ,1,79938,4,2,1574,224500,1750,2076.362935,
4556 Sean Sims St ,1,79938,4,2.5,2447,317000,2535,2939.554344,
14568 Tierra Resort Ave ,1,79938,4,2.5,2290,399950,1950,3558.952587,
7324 Enchanted Point Dr ,1,79911,4,3,2246,539950,4319,5007.111477,
14541 Tierra Campeon Ave ,1,79938,4,2.5,2503,449000,2535,4036.92587,
2367 Enchanted Knl ,1,79911,5,3.5,3404,508950,3520,4653.515437,
14812 Bobby Joe Hill Dr ,1,79938,4,2,1387,228950,1650,2101.357657,
249 Westvale Ct ,1,79932,3,2.5,2095,234999,1950,2187.645538,
2200 N Kansas St Unit B ,1,79902,3,2.5,2268,319000,2800,2987.981186,
12740 Caroline May Ct ,1,79938,4,2,1245,235000,1425,2124.653852,
7492 Norte Chile ,1,79934,4,2,1750,284950,1695,2572.309213,
7308 Norte Grande ,1,79934,4,2.5,2048,304950,1775,2748.177626,
13397 Coldham St ,1,79928,4,3,2057,374950,2600,3429.117071,
12564 Arrow Weed Dr ,1,79928,4,3,1910,266000,1750,2421.369892,
13356 Emerald Glass Dr ,1,79928,4,2.5,2106,374950,2200,3381.117071,
1308 N Florence St Unit A ,1,79902,3,1,1230,239000,1400,2154.907534,
2852 Elk Rock Way ,1,79938,3,2.5,2310,299950,1835,2713.810522,
3700 Loma Cortez Dr ,1,79938,4,2.5,2374,299950,2200,2757.610522,
10833 Jadestone St ,1,79924,3,2,1072,155000,1380,1454.1802,
877 Eastwell Dr ,1,79928,4,3,2057,385950,2600,3520.564698,
1785 Sadie Mae Pl ,1,79928,4,2.5,2100,367950,2100,3310.923126,
13396 Emerald Copper Ct ,1,79928,4,2,2000,345000,2250,3138.130123,
7377 Norte Grande ,1,79934,5,3,2250,322950,3200,3068.819197,
10216 Shenandoah St ,1,79924,2,1,1202,169999,1100,1545.273196,
14693 Holsteiner Ct ,1,79938,3,2.5,2125,257400,1725,2346.874474,
701 Villa Antigua Ct ,1,79932,3,2,1895,329900,2100,2994.597471,
14533 John McNeely Ave ,1,79938,4,2,2755,489950,2045,4318.560445,
905 Louisiana Downs Ave ,1,79932,5,4,2704,359950,2145,3249.815761,
2387 Enchanted Rock Ln ,1,79911,4,2.5,2059,474950,2295,4223.859135,
944 Keenland Ave ,1,79932,5,4,2704,359950,2145,3249.815761,
14841 Tierra Fortaleza Ave ,1,79938,4,2,1515,259500,1500,2337.332657,
12602 Shayna Deanne Ct ,1,79928,3,2.5,1996,335959,1885,3019.168486,
14341 Desert Point Dr ,0,79928,4,2,1640,220000,1590,2019.752542,
5532 Ventana Del Sol Dr ,1,79912,4,5,3275,875000,3520,7696.643064,
14604 Tierra Resort Ave ,1,79938,4,3,2880,550000,2800,4908.381355,
2813 Tierra Garden Dr ,1,79938,3,2,1800,333000,2800,3104.369075,
232 Emerald Rock Pl ,1,79928,4,2,1810,325000,1995,2941.26171,
209 Emerald Rock Pl ,1,79928,4,2.5,2248,378170,1995,3383.286285,
13463 Doncaster St ,1,79928,4,2.5,2236,310000,1995,2816.5604,
8561 Mackenzie Dr ,1,79907,3,2,1463,199999,1350,1824.675816,
11984 Crevasse Dr ,1,79927,4,2.5,1905,304800,1990,2772.730613,
2629 Mike Price Dr ,1,79938,4,2.5,2002,354950,2250,3220.848658,
2312 Enchanted Eagle Ln ,1,79911,5,4,2225,384925,2485,3498.243442,
624 Paseo Dulce Ave ,1,79928,4,2,1650,279500,1590,2514.40107,
1753 Muleshoe Dr ,1,79911,4,2.5,2437,569950,2235,5006.434097,
2917 Pebble Rock Pl ,1,79938,3,2.5,1742,220000,1800,2044.952542,
12585 Broad Autumn Ct ,1,79928,3,2,1665,260000,1730,2369.089368,
5817 Valley Palm Dr ,1,79932,4,3.5,2884,685950,2800,6038.590891,
5799 Juniper Creek Dr ,1,79932,4,3,2914,667750,2800,5887.286636,
5501 Van Horn Dr ,1,79924,4,2,1928,195999,1500,1809.422133,
324 Valley Fair Way ,1,79907,4,2,3528,320000,2200,2924.294606,
12937 Nidd Ave ,1,79928,4,2,1782,261950,2500,2477.700538,
704 Avenida Del Cielo ,1,79932,4,3.5,5312,2298100,3300,19501.07198,
1830 Bridle Pl ,1,79911,4,2.5,1848,462950,1990,4087.498088,
14837 Tierra Fortaleza Ave ,1,79938,4,2.5,2157,329500,1775,2952.272103,
539 Sunset Valley Ave ,1,79927,4,2,1887,287500,1700,2594.108435,
14537 Tierra Campeon Ave ,1,79938,4,2.5,2968,558580,2045,4889.110504,
224 Emerald Rock Pl ,1,79928,4,2.5,2000,345000,2250,3138.130123,
10112 Prairie Flax Dr ,1,79927,4,2,1824,275000,1700,2490.190677,
2375 Enchanted Peak ,1,79911,5,3.5,3404,478950,3520,4404.112818,
7408 Norte Brasil Dr ,1,79934,4,2,1397,227950,1650,2093.044236,
612 DE Leon Dr ,1,79912,4,3,2229,290000,2150,2668.891987,
757 Cedarwood Ave ,1,79928,4,2,1650,284500,1590,2555.968173,
7417 Norte Mesa Ln ,1,79934,3,2,1371,223950,1495,2041.190553,
909 Las Aves Pl ,1,79912,4,2,2129,359990,1875,3217.748298,
7613 Enchanted Rdg ,1,79911,5,3.5,3404,476950,3520,4387.485977,
12404 Norte Chico ,1,79934,4,2.5,1850,294950,1670,2652.443419,
2505 Tony Harper St ,1,79938,3,3,1830,312950,1850,2823.684991,
3003 Frankfort Ave ,1,79930,3,2,2020,299890,1885,2719.311717,
4949 Joe Castillo St ,1,79938,4,2,1411,225000,1395,2037.919645,
10749 Silvercloud Dr ,1,79924,3,2,2170,246000,2700,2369.101479,
12473 Cayo Norte ,1,79934,4,2,1550,264950,1580,2392.2408,
309 Blue Valley Dr ,1,79928,4,3,2793,575000,2050,5026.216871,
12615 Zollinger Ave ,1,79928,4,2,1844,345950,1700,3080.027872,
14609 John McNeely Ave ,1,79938,4,2,2269,388500,1950,3463.763921,
12697 Don Norte ,1,79934,5,4,2704,334950,2145,3041.980245,
5606 River Run St ,1,79932,4,3,3307,799500,1900,6874.579806,
11683 Dos Palmas Dr ,1,79936,4,4,3030,696900,2250,6063.622847,
916 Louisiana Downs Ave ,1,79932,5,3.5,2860,379950,2800,3494.684174,
14505 Johnny Mata Dr ,1,79938,4,3,1932,296950,1700,2672.670261,
7347 Odell Ln ,1,79934,2,1,784,450000,1300,3897.03929,
12609 Viendo Norte St ,1,79934,4,3,1599,252950,1735,2311.079752,
849 Harpendem Dr ,1,79928,4,3,2350,447950,2195,3987.396778,
12602 Sir Blink Ct ,1,79928,3,2,1642,300950,1730,2709.523943,
7557 Enchanted Dr ,1,79911,4,2.5,1955,434950,1990,3854.72231,
901 Dakota River Ave ,1,79932,3,3,1707,163000,2299,1630.967565,
3294 Bashkir Trl ,1,79938,3,2,1466,226000,1650,2076.833066,
10718 George Archer Dr ,1,79935,3,2,1762,185000,1695,1741.382819,
51126 Sand Verbena Ave ,1,79934,4,3,1996,385950,2250,3478.564698,
748 Lemington St ,1,79928,4,2,1566,285950,1795,2592.622633,
12627 Zoolinger Ave ,1,79928,3,3,2566,369295,2150,3328.104677,
12757 Tre Maximiliano Ave ,1,79938,4,2,1722,224999,1850,2092.511332,
12409 Nancy Lee Ave ,1,79928,3,2,1188,170000,1425,1584.28151,
6194 E Yandell Dr ,1,79905,4,4,2126,299880,3950,2967.028583,
3737 Tierra Campa Dr ,1,79938,3,2.5,2313,317000,1835,2855.554344,
7429 Caveson Ct ,1,79911,4,2.5,2058,509950,2295,4514.828858,
10725 Deion Sanders Dr ,1,79924,3,2,1604,280950,1400,2503.65553,
1826 Bridle Pl ,1,79911,4,2.5,1925,459950,1990,4062.557826,
10428 Mackinaw St ,1,79924,3,2,1120,169999,1200,1557.273196,
7132 Dust Storm Ln ,1,79934,4,2.5,2241,285000,2100,2621.324884,
1787 Sadie Mae Pl ,1,79928,4,2.5,1987,347950,2250,3162.654713,
2316 Enchanted Quail ,1,79911,4,2.5,2124,399500,1725,3528.211548,
14377 Early Morn Ave ,1,79938,4,2.5,2715,327950,2045,2971.786301,
13413 Coldham St ,1,79928,4,3,1988,299950,2250,2763.610522,
12604 Zollinger Ave ,1,79928,4,2,1887,315000,1700,2822.727503,
7052 Copper Town Dr ,1,79934,3,2,1706,229900,1675,2112.255406,
12801 Col Charles Branson Dr ,1,79938,3,2,1371,220950,1450,2010.850291,
13849 Summer Story Ave ,1,79928,4,2,1344,251950,1450,2268.566331,
12364 Tierra Laguna Dr ,1,79938,4,2.5,1824,215000,1795,2002.785439,
1085 Shields St ,1,79928,4,2.5,2322,289999,1995,2650.283674,
14221 N Point Ave ,1,79938,3,2.5,1748,237770,1800,2192.682027,
1782 Sadie Mae Pl ,1,79928,4,2.5,2055,359950,2300,3268.415761,
6053 Barrett Allen Ln ,1,79932,3,2.5,2053,259900,1795,2376.058026,
366 Buena Vista St ,1,79905,3,2,2759,225000,2400,2158.519645,
7392 Norte Brasil Dr ,1,79934,4,2,1658,261950,1590,2368.500538,
14953 Hill Rdg ,1,79938,3,2,1963,293170,1995,2676.64553,
2375 Enchanted Rock Ln ,1,79911,4,3,2156,403950,2695,3681.60627,
51042 Desert Sunflower Ave ,1,79934,3,2.5,1942,299950,1795,2709.010522,
3033 Jose Ortiz Ln ,1,79936,4,2.5,1911,244950,1795,2251.772387,
10721 Troy Aikman Dr ,1,79924,4,2,1810,307500,1995,2795.776848,
3829 Leavell Ave Unit A ,1,79904,3,2,1469,217500,1350,1970.16899,
620 Paseo Dulce Ave ,1,79928,3,2,1700,285000,2300,2645.324884,
7362 Gulf Creek Dr ,1,79911,4,2,2001,365000,1950,3268.398535,
6680 Capitan Rdg ,1,79912,4,3,2568,482500,3200,4395.225461,
8658 Adriana Ct ,1,79907,3,2.5,1271,179000,1325,1647.102295,
14250 Valour Point Ave ,1,79938,4,2.5,1816,280000,1900,2555.757781,
13809 Paseo Central Ave ,1,79928,4,3,1941,289950,1750,2620.476316,
51077 Sand Verbena Ave ,1,79934,4,3,1825,327950,1750,2936.386301,
1188 Summer Rain St ,1,79928,3,2,1738,299000,1545,2671.112773,
2371 Enchanted Rock Ln ,1,79911,4,2.5,1955,439950,1990,3896.289413,
14652 Rockbridge Ave ,1,79938,3,2,1979,264950,1595,2394.0408,
3150 N Yarbrough Dr Unit D6 ,1,79925,3,2.5,1412,182000,1550,1699.042557,
714 N Luna St ,1,79903,3,2,1494,220000,2199,2092.832542,
3509 Wickham Ave ,1,79904,4,2.5,2050,385000,1585,3390.866948,
14720 Dust Devil Ct ,0,79928,3,2,1099,170000,1775,1626.28151,
14431 Coyote Dr ,1,79938,4,2.5,2811,279950,2045,2572.74211,
11289 Duster St ,1,79934,4,3,2447,315000,2295,2894.127503,
14331 Woods Point Ave ,1,79938,3,2.5,1715,270000,1800,2460.623574,
3404 Chickasaw Dr ,1,79936,3,2,1022,140000,1300,1319.87889,
14240 Smokey Point Dr ,1,79938,3,2,1793,235000,2800,2289.653852,
5993 Ruidoso Downs St ,1,79932,3,2,1565,313000,1595,2793.500662,
1842 Bridle Pl ,1,79911,4,2.5,1925,459950,1990,4062.557826,
12512 Sun Terrace Ave ,1,79938,4,3,2670,305000,2145,2792.993297,
2405 Tony Harper St ,1,79938,4,3,2147,360400,1900,3224.1568,
12607 Zoolinger Ave ,1,79928,3,2,1800,320950,1995,2907.592356,
12572 Polo Norte ,1,79934,5,3.5,2704,334950,2145,3041.980245,
1481 Fito Hernandez St ,1,79928,4,3,2288,355000,2800,3287.264329,
5633 Costa Blanca Pl ,1,79932,3,2,1823,315000,2100,2870.727503,
13102 Cleethorpes St ,1,79928,3,2,1489,264950,1675,2403.6408,
1783 Sadie Mae Pl ,1,79928,4,2.5,2023,354950,2300,3226.848658,
12804 Woolstone Dr ,1,79928,4,2,1504,259950,1600,2353.073697,
656 Paseo Dulce Ave ,1,79928,4,2,1650,284500,1590,2555.968173,
5952 Mohegan Sun Blvd ,1,79932,3,2,1650,309950,1600,2768.744729,
12621 Cody Kyle Ct ,1,79928,4,2,1870,329950,1700,2947.013142,
5976 Mohegan Sun St ,1,79932,4,2.5,2098,440580,1950,3896.726868,
12728 Polo Norte ,1,79934,5,4,2704,339950,2145,3083.547348,
12621 Viendo Norte St ,1,79934,4,2,1487,234950,1600,2145.238181,
13861 Paseo Celeste Dr ,1,79928,4,2,1790,304300,1995,2769.173902,
10337 Wilshire Dr ,1,79924,3,2,1892,218950,1500,2000.22345,
5776 Brand Ct ,1,79905,3,2,1440,169999,1350,1575.273196,
10434 Rushing Rd ,1,79924,3,2,1790,299995,1995,2733.384626,
2441 Cesar Cordova Pl ,1,79938,4,3,2362,539750,2600,4799.168793,
644 Paseo Dulce Ave ,1,79928,4,2,1509,264950,1600,2394.6408,
1538 Bengal Dr ,1,79935,5,4,3478,359900,3100,3364.00009,
5841 Valley Palm Dr ,1,79932,4,4,3014,732870,3100,6464.656588,
937 Ada Ln ,1,79932,2,2.5,1985,535000,1885,4673.880045,
5925 Ruidoso Downs St ,1,79932,4,2,1768,298792,1400,2651.983581,
716 Paseo Musical St ,1,79928,4,2.5,1873,289950,1990,2649.276316,
932 Louisiana Downs Ave ,1,79932,4,2.5,2098,440580,1950,3896.726868,
3311 Diamond Dr ,1,79904,3,2,1979,275000,1895,2513.590677,
656 Paseo Musical St ,1,79928,4,3,1941,302950,1750,2728.550784,
12608 Don Norte St ,1,79934,4,2,1487,234950,1600,2145.238181,
759 Lemington St ,1,79928,4,2,1402,279950,1650,2525.34211,
537 Sunset Valley Ave ,1,79927,4,2,1865,284500,1700,2569.168173,
14544 Tierra Nectar Ave ,1,79938,4,3,2365,499950,2600,4468.294651,
13735 Harbottle St ,1,79928,3,3,2421,374999,2295,3392.924428,
741 Cedarwood Ave ,1,79928,4,2,1965,305000,1700,2739.593297,
3722 Chester Ave ,1,79903,3,1,1215,129950,1600,1272.329013,
12481 Cayo Norte ,1,79934,4,2,1750,279950,1695,2530.74211,
13078 Cleethorpes St ,1,79928,3,2,1489,264950,1675,2403.6408,
14239 Lasso Rock Dr ,1,79938,3,2,1343,214900,1425,1957.554097,
14917 Louis Baudoin Ct ,1,79938,4,2.5,2424,315000,2535,2922.927503,
3900 Loma Cortez Dr ,1,79938,5,2.5,1911,265000,1935,2435.256471,
991 Bicknor Pl ,1,79928,4,2.5,3080,384950,2200,3464.251277,
945 Ada Ln ,1,79932,4,2.5,2200,495000,2100,4367.143219,
7320 Enchanted Pt ,1,79911,4,2.5,2398,569950,2500,5038.234097,
14625 John McNeely Ave ,1,79938,4,2.5,2726,388600,2045,3475.995263,
5040 Alyssa Jade St ,1,79938,4,3,2276,303950,2600,2838.864205,
1716 Wood Quail Way ,1,79936,3,2,2083,265000,1695,2406.456471,
3170 Red Velvet Pl ,1,79938,4,2.5,2906,349950,2045,3154.681555,
313 Rio De Jazmin Cir ,1,79932,4,4,2872,639000,2800,5648.275792,
1779 Sadie Mae Pl ,1,79928,4,3,1899,351900,1750,3135.492725,
14564 Tierra Bilbao Dr ,1,79938,4,3,2026,345950,2000,3116.027872,
2358 Enchanted Knl ,1,79911,4,3,2362,529950,4319,4923.977271,
13074 Emerald St ,1,79928,3,2,1724,319950,1545,2845.278935,
7353 Cimarron Rim Dr ,1,79911,5,3.5,2967,837900,1900,7193.815158,
7509 Benson Dr ,1,79915,3,2,1206,193000,1600,1796.490184,
10517 Canyon Sage Dr ,1,79924,4,2.5,1661,210000,1590,1936.618335,
10760 Pleasant Sand Dr ,1,79924,3,2.5,1989,230000,1885,2138.286748,
1793 Sadie Mae Pl ,1,79928,4,3.5,2266,403950,2590,3669.00627,
14913 Mike A Mendoza Ave ,1,79938,4,2,1579,279500,1750,2533.60107,
12440 Polo Norte ,1,79934,4,2.5,1850,284950,1670,2569.309213,
12632 Don Norte St ,1,79934,3,2,1371,222950,1495,2032.877133,
649 Linda Johnson Ave ,1,79932,3,2,1250,199500,1275,1811.527419,
13385 Coldham St ,1,79928,4,2,1785,319950,2335,2940.078935,
2825 Pasillo Rock Pl ,1,79938,3,3,2457,254950,2600,2431.506593,
11968 Mesquite Miel Dr ,1,79934,4,2.5,2077,240000,1950,2229.220955,
12749 Linstead Ave ,1,79928,4,2,1568,285950,1795,2592.622633,
14901 Pebble Hills Blvd ,1,79938,4,2.5,2717,323950,2045,2938.532618,
5605 River Run St ,1,79932,4,3.5,2655,645000,2145,5619.556316,
509 Skymont Way ,1,79912,4,2,1995,275000,1950,2520.190677,
1803 Ritzy Lou Pl ,1,79928,4,2,1870,331950,1700,2963.639983,
14261 Woods Point Ave ,1,79938,4,2.5,1988,249999,2250,2348.346848,
7396 Norte Brasil Dr ,1,79934,4,3,1730,273950,1835,2497.661586,
7441 Norte Mesa Ln ,1,79934,3,2,1371,222950,1495,2032.877133,
3415 Durazno Ave ,1,79905,3,3,976,149950,1350,1408.597426,
6325 Camino Pinon Pl ,1,79932,4,5,4631,1400000,3300,12034.7889,
5992 Mohegan Sun St ,1,79932,4,2.5,2098,440580,1950,3896.726868,
1408 Stone View Way ,1,79936,3,2,2218,285000,1650,2567.324884,
6012 Mohegan Sun St ,1,79932,4,2.5,2098,440580,1950,3896.726868,
12556 Polo Norte ,1,79934,4,2.5,2501,319950,2600,2971.878935,
889 Harpendem Dr ,1,79928,4,2.5,1946,359950,1990,3231.215761,
2237 Tony Harper St ,1,79938,4,2,1603,289950,1735,2618.676316,
12610 Zollinger Ave ,1,79928,4,2,1865,315000,1700,2822.727503,
14833 Tierra Fortaleza Ave ,1,79938,3,2,1523,281500,1565,2528.027912,
14816 Jack White Ave ,1,79938,4,2.5,1738,299500,1745,2699.269483,
944 Crooked River Dr ,1,79932,4,3,2576,492000,2500,4390.202957,
14629 Holly Springs Ave ,1,79938,4,2.5,2113,390000,2150,3500.234052,
2215 Marr St ,1,79903,2,1,1588,120000,1325,1156.610477,
3507 Bisbee Ave ,1,79903,3,1,1014,182500,1295,1672.599268,
14833 Boer Trail Ave ,1,79938,3,2.5,1816,239950,1900,2222.805284,
956 Gulf Streams Ave ,1,79932,4,2,1975,319950,2250,2929.878935,
13106 Cleethorpes St ,1,79928,4,2,1438,264950,1750,2412.6408,
304 Brud Holland Dr ,1,79928,4,2.5,1808,210950,1795,1969.116085,
1310 Rosa Guerrero Pl ,1,79936,3,2.5,2088,289000,1800,2618.578566,
1802 Marlys Larson St ,1,79936,3,2.5,1850,271000,1475,2429.936995,
618 Billston Rd ,1,79928,4,2.5,1997,275000,2250,2556.190677,
7312 Norte Grande Ln ,1,79934,3,2,1650,277950,1600,2502.715268,
12474 Stansbury Dr ,1,79928,4,2,2120,359900,1875,3217.00009,
2300 Enchanted Eagle Ln ,1,79911,4,3,2368,406560,4319,3898.184297,
7224 Clemente Ave ,1,79912,3,2,1332,230000,1450,2086.086748,
1737 Russ Randall St ,1,79936,3,2,1326,150000,1500,1427.013097,
871 Country Club Rd Unit 4D ,1,79932,3,2.5,2137,488888,2095,4315.731592,
660 Paseo Dulce Ave ,1,79928,4,2,1650,284500,1590,2555.968173,
2391 Enchanted Rock Ln ,1,79911,4,2.5,2018,467950,2200,4154.265191,
913 Ada Ln ,1,79932,4,2,1750,299950,1400,2661.610522,
12818 Osmotherley Ave ,1,79928,4,2,1562,281950,1795,2559.368951,
15089 McCracken Dr ,1,79938,4,3,1879,300000,2600,2806.026193,
13090 Cleethorpes St ,1,79928,3,2,1489,264950,1675,2403.6408,
3908 Desert Daze Pl ,1,79938,4,3.5,2231,300000,1975,2731.026193,
12740 Polo Norte ,1,79934,4,2.5,1850,284950,1670,2569.309213,
4804 Marisabel Azcarate St ,1,79938,3,2,1963,299545,1995,2729.643587,
